word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
berate,질책하다,严责，训斥,,/bɪˈreɪt/,,"reprimand, reproach, reprove, admonish, remonstrate with, chastise, chide, upbraid, take to task, pull up, castigate, lambaste, read someone the Riot Act, give someone a piece of one's mind, go on at, haul over the coals, criticize, censure","be- +‎ rate (“to scold, upbraid”)
",[VERB],"If you berate someone, you speak to them angrily about something they have done wrong.",
binocular,두 눈으로 보는,同时用双目的；双目并用的,,/bɪˈnɒkjʊlə/,,,"From French binoculaire.
",[ADJ],"involving, relating to, seeing with or intended for both eyes",
celerity,"(행동의) 민첩함, 기민함",速度,,/sɪˈlɛrɪti/,,"swiftness, speediness, alacrity, quickness, fastness, celerity, velocity, dispatch, promptness, immediacy, expeditiousness, expedition, briskness, sharpness","From Old French celeritee (compare French célérité), from Latin celeritas, from celer (“fast, swift”).
",[NOUN],rapidity; swiftness; speed,
fatuous,"어리석은, 얼빠진",愚蠢的；昏庸的；错误的；未经认真考虑的,,/ˈfatjʊəs/,,"foolish, stupid, inane, nonsensical, childish, puerile, infantile, idiotic, brainless, mindless, vacuous, imbecilic, asinine, witless, empty-headed, hare-brained","From Latin fatuus (“foolish, silly, simple”).
",[ADJ],"If you describe a person, action, or remark as fatuous, you think that they are extremely silly, showing a lack of intelligence or thought.",
diffidence,"[U] 자신이 없음(opp. confidence); 기가 죽음; 삼감, 수줍음(shyness)",无自信；羞怯；内向,,/ˈdɪfɪd(ə)ns/,,"bashfulness, unassertiveness, modesty, modestness, self-effacement, humility, humbleness, meekness, timidity, timidness, timorousness, reserve, reticence, introversion","From Latin diffīdentiam (“distrust”), from diffīdere (“to mistrust”), from dis- and fīdere (“to trust”). Attested since ∼1400. The original sense was antonymous with confidence, and the modern sense of ‘distrusting oneself’ dates from the 1650s.[1]
",[NOUN],,
indisputable,"반론의 여지가 없는, 부인할 수 없는",不容置疑的，无可争辩的,,/ɪndɪˈspjuːtəb(ə)l/,,"incontestable, undeniable, irrefutable, unassailable, beyond dispute, unquestionable, beyond question, indubitable, not in doubt, beyond doubt, beyond a shadow of a doubt, unarguable, inarguable, undebatable, unanswerable","in- +‎ disputable
",[ADJ],"If you say that something is indisputable, you are emphasizing that it is true and cannot be shown to be untrue.",
exhort,"열심히 권하다, 촉구하다",激励；规劝；督促,,/ɪɡˈzɔːt/,,"encourage, call on, enjoin, adjure, charge, try to persuade, press, pressure, put pressure on, use pressure on, pressurize, lean on, push","From Old French exhorter, from Latin exhortor (“encourage”), from ex (“out of, from”) + hortor (“incite, spur”).
",[VERB],"If you exhort someone to do something, you try hard to persuade or encourage them to do it.",
enigmatic,"수수께끼 같은, 불가사의한",费解的；难以捉摸的；神秘的,,/ˌɛnɪɡˈmatɪk/,,"puzzling, hard to understand, mystifying, inexplicable, baffling, perplexing, bewildering, confusing, impenetrable, inscrutable, incomprehensible, unexplainable, unfathomable, indecipherable, Delphic, oracular","French énigmatique
",[ADJ],Someone or something that is enigmatic is mysterious and difficult to understand.,
thrall,노예,控制;奴役;束缚,,/θrɔːl/,,"clutches, hands, control, grip, grasp, yoke",,[NOUN],"If you say that someone is in thrall to a person or thing, you mean that they are completely in their power or are greatly influenced by them.",
atypical,이례적인,非典型的；异常的；不同寻常的,,/eɪˈtɪpɪk(ə)l/,,"untypical, non-typical, uncommon, unconventional, unorthodox, off-centre, anomalous, irregular, abnormal, aberrant, deviant, divergent","a- +‎ typical
",[ADJ],Someone or something that is atypical is not typical of its kind.,
taciturn,(성격이) 뚱한[말수가 적은/무뚝뚝한],沉默寡言的,,/ˈtasɪtəːn/,,"uncommunicative, reticent, unforthcoming, quiet, unresponsive, secretive, silent, tight-lipped, close-mouthed, mute, dumb, inarticulate","Back-formation from taciturnity, from Middle English taciturnite, from Latin taciturnitas; or alternatively from French taciturne, likely reinforced by Latin taciturnus, from tacitus (“secret, tacit”).
",[ADJ],A taciturn person does not say very much and can seem unfriendly.,
licentious,"음탕한, 음란한",（尤指人或其行为）淫荡的，放荡的,,/lʌɪˈsɛnʃəs/,,"dissipated, debauched, degenerate, salacious, immoral, wanton, decadent, depraved, profligate, impure, sinful, wicked, corrupt, indecent, libertine","Latin licentiōsus, from licentia (“license, freedom”)
",[ADJ],"If you describe a person as licentious, you mean that they are very immoral, especially in their sexual behaviour.",
apocryphal,"출처가 불분명한, 사실이 아닐 듯한",（一些广为流传的故事）可疑的，不足为信的，杜撰的,,/əˈpɒkrɪf(ə)l/,,"made-up, untrue, fabricated, false, spurious","From Late Latin apocryphus (“secret, not approved for public reading”), from Ancient Greek ἀπόκρυφος (apókruphos, “hidden, obscure”, thus “(books) of unknown authorship”), from ἀπό (apó, “from”) + κρύπτω (krúptō, “I hide”). Properly plural (the singular would be apocryphon), but commonly treated as a collective singular. “Apocryphal” meaning “of doubtful authenticity” is first attested in English in 1590.
",[ADJ],"An apocryphal story is one which is probably not true or did not happen, but which may give a true picture of someone or something.",
reiterate,"(이미 한 말을, 특히 강조하기 위해) 반복하다[되풀이하다]",反复地说，反复讲；重申,,/riːˈɪtəreɪt/,,"say again, restate, retell, recapitulate, go over, go over and over, iterate, rehearse, belabour, dwell on, harp on, hammer away at","re- +‎ iterate.
",[VERB],"If you reiterate something, you say it again, usually in order to emphasize it.",
preamble,(책의) 서문; (법령 따위의) 전문(前文); (말의) 서두,序论；导言；开场白,,/priːˈamb(ə)l/,,"preamble, opening, opening remarks, prefatory remarks, formalities","Borrowed from Old French preambule (French préambule), from Medieval Latin praeambulum, from praeambulō (“I walk before”).
",[NOUN],A preamble is an introduction that comes before something you say or write.,
malicious,"악의적인, 적의 있는",恶意的，恶毒的，意在伤人的,,/məˈlɪʃəs/,,"malevolent, hostile, bitter, venomous, poisonous, evil-intentioned, ill-natured, evil, baleful, vindictive, vengeful, vitriolic, rancorous, malign, malignant, pernicious, mean, nasty, harmful, hurtful, mischievous, destructive, wounding, cruel, unkind, defamatory","From Old French malicios, from Latin malitiosus, from malitia (“malice”), from malus (“bad”).
",[ADJ],"If you describe someone's words or actions as malicious, you mean that they are intended to harm people or their reputation, or cause them embarrassment and upset.",
fortify,(특히 높은 성벽을 쌓아) 요새화하다,（尤指为防御而）加强，增强,,/ˈfɔːtɪfʌɪ/,,"strengthen with defensive works, secure, protect, surround","From Old French fortifier
",[VERB],"To fortify a place means to make it stronger and more difficult to attack, often by building a wall or ditch round it.",
putrid,"부패하는, 썩는; (썩으면서) 악취가 나는",腐烂的，腐坏的,,/ˈpjuːtrɪd/,,"decomposed, decaying, decayed, rotting, rotten, bad, off, putrefied, putrescent, rancid, mouldy, spoilt","Borrowed from Old French putride, from Latin putridus (“rotten, decayed”), from putreō (“I am rotten or putrid”), from puter (“rotten, decaying, putrid”).
",[ADJ],Something that is putrid has decayed and smells very unpleasant.,
providential,천우신조의,凑巧的；及时的；幸运的,,/prɒvɪˈdɛnʃ(ə)l/,,"advantageous, favourable, auspicious, propitious, heaven-sent, welcome, golden, good, right, lucky, happy, fortunate, benign, felicitous, timely, well timed, ripe, convenient, expedient","From Latin prōvidentia (“providence”) +‎ -al
",[ADJ],A providential event is lucky because it happens at exactly the right time.,
flagging,"<정력·결심 등이> 축 늘어지는, 맥이 빠지는; 줄어드는, 쇠약해 가는",变弱的,,/ˈflaɡɪŋ/,,,,[NOUN],flagstones or a flagged area,"tight-lipped, incommunicado, discreet, secretive"
dormant,"휴면기의, 활동[성장]을 중단한",蛰伏的，沉睡的，休眠的,,/ˈdɔːm(ə)nt/,,"sleeping, slumbering, resting, reposing, drowsing, comatose, supine","From Middle English, from Old French, from Latin dormiēns, present participle of dormiō (“I sleep”).
",[ADJ],"Something that is dormant is not active, growing, or being used at the present time but is capable of becoming active later on.",
castigate,크게 책망하다; 혹평하다,严厉指责；斥责,,/ˈkastɪɡeɪt/,,"rebuke, admonish, chastise, chide, upbraid, reprove, reproach, scold, remonstrate with, berate, take to task, pull up, lambaste, read someone the Riot Act, give someone a piece of one's mind, haul over the coals, lecture, criticize, censure","Early 17th cent., borrowed from Latin castīgātus, past participle of castīgō (“I reprove”), from castus (“pure, chaste”), from Proto-Indo-European *kesa (“cut”)[1][2]. Doublet of chastise, taken through Old French. See also chaste.
",[VERB],"If you castigate someone or something, you speak to them angrily or criticize them severely.",
juvenile,청소년의,青少年的,,/ˈdʒuːvənʌɪl/,,"teenage, teenaged, adolescent, junior, underage, pubescent, prepubescent",A juvenile female (adjective sense 1) – a young Aka girl – from the Central African Republic,[NOUN],A juvenile is a child or young person who is not yet old enough to be regarded as an adult.,
intimate,친(밀)한,亲密的；有性关系的；宜于密切关系的,,/ˈɪntɪmət/,,"bosom, boon, dear, cherished, familiar, confidential, faithful, constant, devoted, fast, firm, favourite, special","From Latin intimare (“to put or bring into, to impress, to make familiar”), from intimus (“inmost, innermost, most intimate”), superlative of intus (“within”), from in (“in”); see interior.
",[ADJ],"If you have an intimate friendship with someone, you know them very well and like them a lot.",
erroneous,잘못된 (정보에 의한),错误的，不正确的,,/ɪˈrəʊnɪəs/,,"incorrect, mistaken, in error, inaccurate, not accurate, inexact, not exact, imprecise, invalid, untrue, false, fallacious, wide of the mark, off target","From Old French and Latin erroneus
",[ADJ],"Beliefs, opinions, or methods that are erroneous are incorrect or only partly correct.",
excrescence,"(동식물에게 생긴 아주 보기 싫은) 이상 성장물[혹], 사마귀",赘生物；赘疣；瘤,,/ɪkˈskrɛs(ə)ns/,,"lump, swelling, protuberance, protrusion, knob, nodule, outgrowth","From Middle English, early 15th century, in sense “(action of) growing out (of something else)”. Borrowed from Latin excrescentia (“abnormal growths”), from excrescentem, from excrēscere, from ex- (“out”) (English ex-) + crēscere (“to grow”) (English crescent). Sense of “abnormal growth” from 1570s, from earlier excrescency (1540s in this sense).[1]
",[NOUN],"If you describe something such as a building, addition, or development as an excrescence, you strongly disapprove of it because you think it is unnecessary, bad, or ugly.",
noxious,"유독한, 유해한",（尤指气体或其他物质）有毒的，有害的,,/ˈnɒkʃəs/,,"toxic, deadly, virulent","From Latin noxius (“hurtful, injurious”), from noxa (“hurt, injury”), from nocere (“to hurt, injure”); see nocent.
",[ADJ],A noxious gas or substance is poisonous or very harmful.,
